code,level1,level2,level3,clarification_info
401502,Social Community Care Supplies & Services - Children,Support Services & Advocacy Services,Advocacy,Service
401503,Social Community Care Supplies & Services - Children,Support Services & Advocacy Services,Translation,Service
401504,Social Community Care Supplies & Services - Children,Support Services & Advocacy Services,Transport Services,Service
401599,Social Community Care Supplies & Services - Children,Support Services & Advocacy Services,Not Elsewhere Classified,Service
401601,Social Community Care Supplies & Services - Children,Youth Services,"",Service
401602,Social Community Care Supplies & Services - Children,Youth Services,Career Advice Services,Service
401603,Social Community Care Supplies & Services - Children,Youth Services,Transition Between Children & Adults,Service
321119,Social Community Care Supplies & Services - Children,Youth Services,Youth Offending Services,Service
401605,Social Community Care Supplies & Services - Children,Youth Services,Not Elsewhere Classified,Service
409999,Social Community Care Supplies & Services - Children,Not Elsewhere Classified,"",Service
410000,Social Community Care Supplies & Services,"","",Product / service
321300,Social Community Care Supplies & Services,Supplies,"",Products
321310,Social Community Care Supplies & Services,Supplies,Consumables,"Products, includes incontinence products etc."
321312,Social Community Care Supplies & Services,Supplies,Fitted Equipment,"Products, supply & fit.  Stair lifts, hoists etc."
321313,Social Community Care Supplies & Services,Supplies,Non Fitted Equipment,"Mobility aids, dressing aids etc."
321399,Social Community Care Supplies & Services,Supplies,Not Elsewhere Classified,Products
419999,Social Community Care Supplies & Services,Not Elsewhere Classified,"",Product / service
330000,Sports & Playground Equipment & Maintenance,"","",Product / service
331000,Sports & Playground Equipment & Maintenance,Playground Equipment,"",Products
331100,Sports & Playground Equipment & Maintenance,Playground Equipment Maintenance,"",Service
331300,Sports & Playground Equipment & Maintenance,Sports Equipment,"",Products
331200,Sports & Playground Equipment & Maintenance,Sports Equipment Maintenance,"",Service
331400,Sports & Playground Equipment & Maintenance,Sports & Playground & Pool Maintenance,"","Service.  Maintenance of sports grounds, playgrounds and pools, not equipment."
339999,Sports & Playground Equipment & Maintenance,Not Elsewhere Classified,"",Product / service
340000,Stationery,"","",Products
341000,Stationery,Paper Products,"",Products
341010,Stationery,Paper Products,Books & Pads,Not including diaries
341011,Stationery,Paper Products,Envelopes,Products
341012,Stationery,Paper Products,Labels,Products
341013,Stationery,Paper Products,Paper & Board,Products
341099,Stationery,Paper Products,Not Elsewhere Classified,Products
341100,Stationery,Sundries,"",Products
341110,Stationery,Sundries,Desktop Equipment,Products
341111,Stationery,Sundries,Diaries & Planners,"Including calendars, wall charts etc."
341112,Stationery,Sundries,Fastening & Binding,Products
341113,Stationery,Sundries,Filing & Storage,Products
341114,Stationery,Sundries,Writing & Drawing,Including consumables & correction products
341199,Stationery,Sundries,Not Elsewhere Classified,Products
349999,Stationery,Not Elsewhere Classified,"",Products
350000,Street & Traffic Management,"","",Product / service
350100,Street & Traffic Management,Closed-Circuit Television,"",Product / service
350200,Street & Traffic Management,Parking,"",Product / service
351000,Street & Traffic Management,Parking,Car Parks,Service
351100,Street & Traffic Management,Parking,Equipment,"Products or supply & fit, includes meters, machines & lights, etc"
351200,Street & Traffic Management,Parking,Fines Collection,Service
351500,Street & Traffic Management,Parking,Wardens,Service
350299,Street & Traffic Management,Parking,Not Elsewhere Classified,Product / service
151612,Street & Traffic Management,Planning,"",Service
351400,Street & Traffic Management,Traffic Control,"",Products or supply & fit
359999,Street & Traffic Management,Not Elsewhere Classified,"",Product / service
370000,Utilities,"","",Product / service
371000,Utilities,Electricity,"",Service
371010,Utilities,Electricity,Street Lighting,Service
371099,Utilities,Electricity,Not Elsewhere Classified,Service
371100,Utilities,Gas,"",Service
371200,Utilities,Heating Oil,"",Service
371500,Utilities,Sewerage,"",Service
371400,Utilities,Solid Fuels,"",Products
371300,Utilities,Water,"",Service
379999,Utilities,Not Elsewhere Classified,"",Product / service
380000,Vehicle Management,"","",Products
381000,Vehicle Management,Commercial,"","Products, includes cars & vans, not buses"
381700,Vehicle Management,Cycles,"",Products
381711,Vehicle Management,Cycles,Equipment,Products
381712,Vehicle Management,Cycles,Purchase,Products
381799,Vehicle Management,Cycles,Not Elsewhere Classified,Products
381100,Vehicle Management,Fuel,"",Products
381205,Vehicle Management,Heavy Construction Equipment,"","Products, includes vehicles"
381204,Vehicle Management,Heavy Construction Equipment,Hire,"Products, includes vehicles"
381200,Vehicle Management,Heavy Construction Equipment,Leasing,"Products, includes vehicles"
381206,Vehicle Management,Heavy Construction Equipment,Purchase,"Products, includes vehicles"
381299,Vehicle Management,Heavy Construction Equipment,Not Elsewhere Classified,Products
381210,Vehicle Management,Hire,"","Service, not buses"
381300,Vehicle Management,Industrial,"","Products, includes refuse vehicles, fork trucks, etc."
381600,Vehicle Management,Leasing,"","Service, not buses"
381400,Vehicle Management,Maintenance,"","Service, not buses"
381500,Vehicle Management,Parts,"","Products, includes tyres, exhausts products, etc. not buses"
381713,Vehicle Management,Signage & Livery,"","Service, not buses"
381800,Vehicle Management,Tools & Equipment,"",Products
381900,Vehicle Management,Vehicle Recovery,"","Service, not buses"
389999,Vehicle Management,Not Elsewhere Classified,"",Product / service
390000,"Works - Construction, Repair & Maintenance","","",Service
391000,"Works - Construction, Repair & Maintenance",Architect,"",Service
391100,"Works - Construction, Repair & Maintenance",Buildings,"",Service
391110,"Works - Construction, Repair & Maintenance",Buildings,Construction,Service
181000,"Works - Construction, Repair & Maintenance",Buildings,Demolition & Asbestos Removal,Service
391111,"Works - Construction, Repair & Maintenance",Buildings,Repair & Maintenance,Service
391114,"Works - Construction, Repair & Maintenance",Buildings,Surveys,Service
391199,"Works - Construction, Repair & Maintenance",Buildings,Not Elsewhere Classified,Service
391500,"Works - Construction, Repair & Maintenance",Consultancy,"",Service
391200,"Works - Construction, Repair & Maintenance",Engineering,"",Service
391600,"Works - Construction, Repair & Maintenance",Manufacturing Services,"",Service
391610,"Works - Construction, Repair & Maintenance",Manufacturing Services,Heavy Industry,Service
391620,"Works - Construction, Repair & Maintenance",Manufacturing Services,Small Scale Fabrication,"Service, including 3D printing"
391699,"Works - Construction, Repair & Maintenance",Manufacturing Services,Not Elsewhere Classified,Service
391300,"Works - Construction, Repair & Maintenance",Open Spaces,"","Service, includes grounds, etc."
391310,"Works - Construction, Repair & Maintenance",Open Spaces,Construction,"Service, includes grounds, etc."
391311,"Works - Construction, Repair & Maintenance",Open Spaces,Repair & Maintenance,"Service, includes grounds, etc."
391314,"Works - Construction, Repair & Maintenance",Open Spaces,Surveys,"Service, includes grounds, etc."
391399,"Works - Construction, Repair & Maintenance",Open Spaces,Not Elsewhere Classified,"Service, includes grounds, etc."
391700,"Works - Construction, Repair & Maintenance",Raw Materials,"","Product / service, including mining, forestry etc."
391400,"Works - Construction, Repair & Maintenance",Roads,"",Service
391410,"Works - Construction, Repair & Maintenance",Roads,Construction,Service
391420,"Works - Construction, Repair & Maintenance",Roads,Design,Service
391430,"Works - Construction, Repair & Maintenance",Roads,Drainage,Service
391440,"Works - Construction, Repair & Maintenance",Roads,Emergency,Service
391450,"Works - Construction, Repair & Maintenance",Roads,Guard Rails & Signs,Service
391460,"Works - Construction, Repair & Maintenance",Roads,Proprietary Surfacing,"Service, includes surface dressing, anti-skid, etc."
391465,"Works - Construction, Repair & Maintenance",Roads,Reconstruction & Resurfacing,Service
391411,"Works - Construction, Repair & Maintenance",Roads,Repair & Maintenance,Service
391470,"Works - Construction, Repair & Maintenance",Roads,Road Markings,Service
231810,"Works - Construction, Repair & Maintenance",Roads,Surveys,Service
391499,"Works - Construction, Repair & Maintenance",Roads,Not Elsewhere Classified,Service
399999,"Works - Construction, Repair & Maintenance",Not Elsewhere Classified,"",Service
